,image1,image2,label
3395,demo\Data\LFW_Demo\Chris_Columbus_0001.jpg,demo\Data\LFW_Demo\Angela_Bassett_0003.jpg,0
859,demo\Data\LFW_Demo\Paul_Martin_0008.jpg,demo\Data\LFW_Demo\Bruce_Willis_0001.jpg,0
6267,demo\Data\LFW_Demo\Jerry_Springer_0003.jpg,demo\Data\LFW_Demo\Elgin_Baylor_0001.jpg,0
2351,demo\Data\LFW_Demo\Joshua_Perper_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0303.jpg,0
2765,demo\Data\LFW_Demo\Guillermo_Coria_0023.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0020.jpg,1
366,demo\Data\LFW_Demo\Saddam_Hussein_0006.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0020.jpg,1
1432,demo\Data\LFW_Demo\Roman_Coppola_0001.jpg,demo\Data\LFW_Demo\Carlos_Menem_0008.jpg,0
4582,demo\Data\LFW_Demo\Guillermo_Coria_0012.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0003.jpg,1
1779,demo\Data\LFW_Demo\Pedro_Almodovar_0003.jpg,demo\Data\LFW_Demo\Pedro_Almodovar_0005.jpg,1
3878,demo\Data\LFW_Demo\Ann_Veneman_0007.jpg,demo\Data\LFW_Demo\Ariel_Sharon_0053.jpg,0
4349,demo\Data\LFW_Demo\Guillermo_Coria_0023.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0026.jpg,1
1818,demo\Data\LFW_Demo\Juan_Valencia_Osorio_0001.jpg,demo\Data\LFW_Demo\Tony_Blair_0126.jpg,0
5758,demo\Data\LFW_Demo\Andre_Agassi_0030.jpg,demo\Data\LFW_Demo\Andre_Agassi_0036.jpg,1
841,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,demo\Data\LFW_Demo\Kevin_Spacey_0004.jpg,0
1189,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,demo\Data\LFW_Demo\Zhang_Ziyi_0002.jpg,0
175,demo\Data\LFW_Demo\Gordon_Brown_0003.jpg,demo\Data\LFW_Demo\Gordon_Brown_0010.jpg,1
4047,demo\Data\LFW_Demo\Chuck_Amato_0001.jpg,demo\Data\LFW_Demo\Kelly_Osbourne_0001.jpg,0
3908,demo\Data\LFW_Demo\Robert_Witt_0002.jpg,demo\Data\LFW_Demo\John_Marburger_0001.jpg,0
2093,demo\Data\LFW_Demo\Saddam_Hussein_0022.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0019.jpg,1
4250,demo\Data\LFW_Demo\Matthew_Broderick_0001.jpg,demo\Data\LFW_Demo\Donald_Trump_0001.jpg,0
3529,demo\Data\LFW_Demo\Amelie_Mauresmo_0007.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0020.jpg,1
3214,demo\Data\LFW_Demo\Yasser_Arafat_0001.jpg,demo\Data\LFW_Demo\Shannon_OBrien_0002.jpg,0
1030,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,1
6440,demo\Data\LFW_Demo\Dieter_Holzer_0001.jpg,demo\Data\LFW_Demo\Hestrie_Cloette_0001.jpg,0
300,demo\Data\LFW_Demo\Amelie_Mauresmo_0005.jpg,demo\Data\LFW_Demo\Guillermo_Canas_0003.jpg,0
1472,demo\Data\LFW_Demo\Jonathan_Edwards_0004.jpg,demo\Data\LFW_Demo\Jonathan_Edwards_0007.jpg,1
283,demo\Data\LFW_Demo\Bob_Graham_0004.jpg,demo\Data\LFW_Demo\Vicente_Fox_0027.jpg,0
3958,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
3017,demo\Data\LFW_Demo\Diana_Ross_0001.jpg,demo\Data\LFW_Demo\Frances_Fisher_0002.jpg,0
5201,demo\Data\LFW_Demo\Guillermo_Coria_0030.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0026.jpg,1
1813,demo\Data\LFW_Demo\Ann_Veneman_0010.jpg,demo\Data\LFW_Demo\Ann_Veneman_0004.jpg,1
1271,demo\Data\LFW_Demo\Andre_Agassi_0004.jpg,demo\Data\LFW_Demo\Andre_Agassi_0011.jpg,1
4742,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0009.jpg,1
5404,demo\Data\LFW_Demo\Jonathan_Edwards_0008.jpg,demo\Data\LFW_Demo\Jonathan_Edwards_0007.jpg,1
3153,demo\Data\LFW_Demo\Guillermo_Canas_0004.jpg,demo\Data\LFW_Demo\Julianne_Moore_0003.jpg,0
2313,demo\Data\LFW_Demo\Itamar_Franco_0001.jpg,demo\Data\LFW_Demo\Serena_Williams_0047.jpg,0
2008,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,demo\Data\LFW_Demo\Harvey_Fierstein_0001.jpg,0
6249,demo\Data\LFW_Demo\Andre_Agassi_0022.jpg,demo\Data\LFW_Demo\Andre_Agassi_0004.jpg,1
5521,demo\Data\LFW_Demo\Pedro_Almodovar_0007.jpg,demo\Data\LFW_Demo\Donald_Rumsfeld_0049.jpg,0
5982,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0016.jpg,1
3279,demo\Data\LFW_Demo\Vladimir_Putin_0001.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,1
5962,demo\Data\LFW_Demo\Guillermo_Coria_0005.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0015.jpg,1
99,demo\Data\LFW_Demo\King_Abdullah_II_0001.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,0
3554,demo\Data\LFW_Demo\Muhammad_Ali_0008.jpg,demo\Data\LFW_Demo\Sam_Brownback_0001.jpg,0
744,demo\Data\LFW_Demo\Katja_Riemann_0001.jpg,demo\Data\LFW_Demo\Ray_Romano_0003.jpg,0
6078,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
480,demo\Data\LFW_Demo\Guillermo_Coria_0023.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0015.jpg,1
4327,demo\Data\LFW_Demo\Mike_Myers_0004.jpg,demo\Data\LFW_Demo\Junichiro_Koizumi_0027.jpg,0
6386,demo\Data\LFW_Demo\Gordon_Brown_0009.jpg,demo\Data\LFW_Demo\Gordon_Brown_0012.jpg,1
5633,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0036.jpg,1
1157,demo\Data\LFW_Demo\Guillermo_Coria_0015.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0004.jpg,1
1437,demo\Data\LFW_Demo\Steve_Spurrier_0001.jpg,demo\Data\LFW_Demo\Sachiko_Yamada_0002.jpg,0
3540,demo\Data\LFW_Demo\Vladimir_Putin_0011.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,1
402,demo\Data\LFW_Demo\Guillermo_Coria_0005.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0003.jpg,1
2195,demo\Data\LFW_Demo\Shane_Mosley_0002.jpg,demo\Data\LFW_Demo\Audrey_Sauret_0001.jpg,0
949,demo\Data\LFW_Demo\Paul_William_Hurley_0001.jpg,demo\Data\LFW_Demo\William_Donaldson_0007.jpg,0
2067,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
5626,demo\Data\LFW_Demo\Vladimir_Putin_0042.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0038.jpg,1
4578,demo\Data\LFW_Demo\Paul_Martin_0002.jpg,demo\Data\LFW_Demo\Gonzalo_Sanchez_de_Lozada_0009.jpg,0
668,demo\Data\LFW_Demo\Gordon_Brown_0007.jpg,demo\Data\LFW_Demo\George_Gregan_0001.jpg,0
218,demo\Data\LFW_Demo\James_Hakett_0001.jpg,demo\Data\LFW_Demo\Dan_Quayle_0001.jpg,0
1962,demo\Data\LFW_Demo\Gonzalo_Barrientos_0001.jpg,demo\Data\LFW_Demo\Leandrinho_Barbosa_0001.jpg,0
3717,demo\Data\LFW_Demo\Amelie_Mauresmo_0008.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,1
3039,demo\Data\LFW_Demo\Romain_Duris_0001.jpg,demo\Data\LFW_Demo\Stan_Kasten_0001.jpg,0
2213,demo\Data\LFW_Demo\Saddam_Hussein_0018.jpg,demo\Data\LFW_Demo\Benazir_Bhutto_0003.jpg,0
5774,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0034.jpg,1
2431,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0038.jpg,1
4379,demo\Data\LFW_Demo\Johan_Bruyneel_0001.jpg,demo\Data\LFW_Demo\Ana_Sebastiao_0001.jpg,0
4334,demo\Data\LFW_Demo\Vladimir_Putin_0019.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0036.jpg,1
2145,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
777,demo\Data\LFW_Demo\Andre_Agassi_0012.jpg,demo\Data\LFW_Demo\Andre_Agassi_0022.jpg,1
3386,demo\Data\LFW_Demo\Yasser_Arafat_0006.jpg,demo\Data\LFW_Demo\Ariel_Sharon_0038.jpg,0
3370,demo\Data\LFW_Demo\Christopher_Patten_0002.jpg,demo\Data\LFW_Demo\Donald_Rumsfeld_0049.jpg,0
6433,demo\Data\LFW_Demo\Jonathan_Edwards_0006.jpg,demo\Data\LFW_Demo\Jonathan_Edwards_0002.jpg,1
1491,demo\Data\LFW_Demo\Sarah_Weddington_0001.jpg,demo\Data\LFW_Demo\David_Beckham_0001.jpg,0
2523,demo\Data\LFW_Demo\Vladimir_Putin_0018.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,1
3473,demo\Data\LFW_Demo\Andre_Agassi_0028.jpg,demo\Data\LFW_Demo\Andre_Agassi_0010.jpg,1
4502,demo\Data\LFW_Demo\Andre_Agassi_0027.jpg,demo\Data\LFW_Demo\Andre_Agassi_0026.jpg,1
4906,demo\Data\LFW_Demo\Vladimir_Putin_0022.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,1
3463,demo\Data\LFW_Demo\Lim_Dong-won_0001.jpg,demo\Data\LFW_Demo\Markus_Naslund_0001.jpg,0
517,demo\Data\LFW_Demo\Vladimir_Putin_0025.jpg,demo\Data\LFW_Demo\Romano_Prodi_0005.jpg,0
5064,demo\Data\LFW_Demo\Guillermo_Coria_0010.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0001.jpg,1
4615,demo\Data\LFW_Demo\Dalai_Lama_0002.jpg,demo\Data\LFW_Demo\John_Howard_0014.jpg,0
5914,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0036.jpg,1
5050,demo\Data\LFW_Demo\Guillermo_Coria_0017.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0012.jpg,1
6404,demo\Data\LFW_Demo\Andre_Agassi_0016.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
2890,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,demo\Data\LFW_Demo\Andre_Agassi_0002.jpg,1
3209,demo\Data\LFW_Demo\Saddam_Hussein_0023.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0015.jpg,1
568,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,1
360,demo\Data\LFW_Demo\Jim_Flaherty_0001.jpg,demo\Data\LFW_Demo\Masaru_Hayami_0001.jpg,0
4257,demo\Data\LFW_Demo\Guillermo_Coria_0007.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0004.jpg,1
5844,demo\Data\LFW_Demo\Heather_Willson_0001.jpg,demo\Data\LFW_Demo\Daisy_Fuentes_0004.jpg,0
759,demo\Data\LFW_Demo\Andre_Agassi_0016.jpg,demo\Data\LFW_Demo\Andre_Agassi_0023.jpg,1
3103,demo\Data\LFW_Demo\Kenneth_Brill_0001.jpg,demo\Data\LFW_Demo\Gene_Robinson_0001.jpg,0
6177,demo\Data\LFW_Demo\Jerry_Springer_0003.jpg,demo\Data\LFW_Demo\Valery_Giscard_dEstaing_0004.jpg,0
5325,demo\Data\LFW_Demo\Ann_Veneman_0005.jpg,demo\Data\LFW_Demo\Ann_Veneman_0003.jpg,1
4267,demo\Data\LFW_Demo\Vladimir_Putin_0018.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
214,demo\Data\LFW_Demo\Syed_Abdul_Rahman_Geelani_0001.jpg,demo\Data\LFW_Demo\Art_Hoffmann_0002.jpg,0
3309,demo\Data\LFW_Demo\Muhammad_Ali_0006.jpg,demo\Data\LFW_Demo\Stephanie_Zimbalist_0001.jpg,0
2477,demo\Data\LFW_Demo\Guillermo_Coria_0025.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0019.jpg,1
3829,demo\Data\LFW_Demo\Gao_Qiang_0002.jpg,demo\Data\LFW_Demo\Claudette_Robinson_0001.jpg,0
2432,demo\Data\LFW_Demo\Troy_Hudson_0001.jpg,demo\Data\LFW_Demo\Scott_Peterson_0002.jpg,0
3918,demo\Data\LFW_Demo\Vladimir_Putin_0019.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0023.jpg,1
2244,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,1
725,demo\Data\LFW_Demo\Guillermo_Coria_0024.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0028.jpg,1
3025,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0032.jpg,1
49,demo\Data\LFW_Demo\Guillermo_Coria_0013.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0018.jpg,1
5135,demo\Data\LFW_Demo\Robert_Witt_0002.jpg,demo\Data\LFW_Demo\Halle_Berry_0001.jpg,0
887,demo\Data\LFW_Demo\Barry_Diller_0001.jpg,demo\Data\LFW_Demo\Randall_Terry_0001.jpg,0
5741,demo\Data\LFW_Demo\Amelie_Mauresmo_0002.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0007.jpg,1
6459,demo\Data\LFW_Demo\Guillermo_Coria_0006.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0003.jpg,1
516,demo\Data\LFW_Demo\Carlos_Vives_0004.jpg,demo\Data\LFW_Demo\Ricardo_Maduro_0001.jpg,0
4303,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,1
139,demo\Data\LFW_Demo\Richard_Virenque_0003.jpg,demo\Data\LFW_Demo\Kurt_Busch_0001.jpg,0
2594,demo\Data\LFW_Demo\Saddam_Hussein_0016.jpg,demo\Data\LFW_Demo\Jelena_Dokic_0003.jpg,0
6434,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0016.jpg,1
6443,demo\Data\LFW_Demo\Jon_Corzine_0003.jpg,demo\Data\LFW_Demo\Aleksander_Kwasniewski_0002.jpg,0
4509,demo\Data\LFW_Demo\Andre_Agassi_0019.jpg,demo\Data\LFW_Demo\Junichiro_Koizumi_0035.jpg,0
463,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,1
6001,demo\Data\LFW_Demo\Gordon_Brown_0001.jpg,demo\Data\LFW_Demo\Gordon_Brown_0007.jpg,1
3718,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,1
594,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,1
450,demo\Data\LFW_Demo\Michael_Douglas_0005.jpg,demo\Data\LFW_Demo\Michael_Douglas_0006.jpg,1
6334,demo\Data\LFW_Demo\Lawrence_Vito_0001.jpg,demo\Data\LFW_Demo\Dan_LaCoutre_0001.jpg,0
6114,demo\Data\LFW_Demo\Stepan_Demirchian_0001.jpg,demo\Data\LFW_Demo\Akbar_Hashemi_Rafsanjani_0001.jpg,0
312,demo\Data\LFW_Demo\Gordon_Brown_0006.jpg,demo\Data\LFW_Demo\George_W_Bush_0456.jpg,0
2662,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0017.jpg,1
4159,demo\Data\LFW_Demo\Amelie_Mauresmo_0014.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0018.jpg,1
451,demo\Data\LFW_Demo\Andrew_Sabey_0001.jpg,demo\Data\LFW_Demo\Franz_Fischler_0001.jpg,0
5356,demo\Data\LFW_Demo\Jonathan_Edwards_0008.jpg,demo\Data\LFW_Demo\Juan_Carlos_Ortega_0001.jpg,0
890,demo\Data\LFW_Demo\OJ_Simpson_0002.jpg,demo\Data\LFW_Demo\Daniele_Bergamin_0001.jpg,0
3438,demo\Data\LFW_Demo\Iain_Duncan_Smith_0001.jpg,demo\Data\LFW_Demo\Iain_Duncan_Smith_0002.jpg,1
1506,demo\Data\LFW_Demo\Andre_Agassi_0027.jpg,demo\Data\LFW_Demo\Andre_Agassi_0036.jpg,1
2678,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0039.jpg,1
6148,demo\Data\LFW_Demo\Vladimir_Putin_0019.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0021.jpg,1
999,demo\Data\LFW_Demo\Andre_Agassi_0004.jpg,demo\Data\LFW_Demo\Andre_Agassi_0024.jpg,1
389,demo\Data\LFW_Demo\Muhammad_Ali_0010.jpg,demo\Data\LFW_Demo\Dean_Barkley_0003.jpg,0
2330,demo\Data\LFW_Demo\Saddam_Hussein_0007.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0020.jpg,1
1476,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0046.jpg,1
2240,demo\Data\LFW_Demo\Vladimir_Putin_0005.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0046.jpg,1
5902,demo\Data\LFW_Demo\Saddam_Hussein_0015.jpg,demo\Data\LFW_Demo\Craig_Morgan_0001.jpg,0
5910,demo\Data\LFW_Demo\Saddam_Hussein_0021.jpg,demo\Data\LFW_Demo\Donald_Rumsfeld_0116.jpg,0
5475,demo\Data\LFW_Demo\Jerry_Falwell_0001.jpg,demo\Data\LFW_Demo\Tracy_Wyle_0001.jpg,0
6010,demo\Data\LFW_Demo\Amelie_Mauresmo_0006.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0004.jpg,1
1923,demo\Data\LFW_Demo\Jaqueline_Godoy_0001.jpg,demo\Data\LFW_Demo\Lori_Berenson_0001.jpg,0
758,demo\Data\LFW_Demo\Michael_Ballack_0003.jpg,demo\Data\LFW_Demo\Ahmed_Lopez_0001.jpg,0
3927,demo\Data\LFW_Demo\Saddam_Hussein_0022.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0004.jpg,1
5743,demo\Data\LFW_Demo\Adrian_Nastase_0002.jpg,demo\Data\LFW_Demo\Ariel_Sharon_0074.jpg,0
1293,demo\Data\LFW_Demo\Andre_Agassi_0003.jpg,demo\Data\LFW_Demo\Andre_Agassi_0031.jpg,1
5785,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0001.jpg,1
5491,demo\Data\LFW_Demo\Ann_Veneman_0002.jpg,demo\Data\LFW_Demo\Kofi_Annan_0001.jpg,0
1907,demo\Data\LFW_Demo\Hamzah_Haz_0001.jpg,demo\Data\LFW_Demo\Bono_0003.jpg,0
4506,demo\Data\LFW_Demo\Yasser_Arafat_0004.jpg,demo\Data\LFW_Demo\George_W_Bush_0210.jpg,0
4914,demo\Data\LFW_Demo\Gordon_Brown_0004.jpg,demo\Data\LFW_Demo\Gordon_Brown_0001.jpg,1
368,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,0
1937,demo\Data\LFW_Demo\Martha_Sahagun_de_Fox_0001.jpg,demo\Data\LFW_Demo\Alvaro_Uribe_0015.jpg,0
1151,demo\Data\LFW_Demo\Andre_Agassi_0034.jpg,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,1
4151,demo\Data\LFW_Demo\Wayne_Brady_0001.jpg,demo\Data\LFW_Demo\Naji_Sabri_0007.jpg,0
2981,demo\Data\LFW_Demo\Shaun_Pollock_0001.jpg,demo\Data\LFW_Demo\Ted_Washington_0001.jpg,0
6470,demo\Data\LFW_Demo\Muhammad_Ali_0003.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0004.jpg,1
191,demo\Data\LFW_Demo\Bruce_Springsteen_0002.jpg,demo\Data\LFW_Demo\Fidel_Castro_0014.jpg,0
4163,demo\Data\LFW_Demo\Pedro_Almodovar_0003.jpg,demo\Data\LFW_Demo\Luciano_Pavarotti_0001.jpg,0
3162,demo\Data\LFW_Demo\Andre_Agassi_0033.jpg,demo\Data\LFW_Demo\Andre_Agassi_0009.jpg,1
174,demo\Data\LFW_Demo\Andre_Agassi_0004.jpg,demo\Data\LFW_Demo\Andre_Agassi_0026.jpg,1
5217,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0034.jpg,1
4019,demo\Data\LFW_Demo\Jim_Ahern_0001.jpg,demo\Data\LFW_Demo\Christine_Gregoire_0004.jpg,0
4338,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,1
4246,demo\Data\LFW_Demo\Yasser_Arafat_0001.jpg,demo\Data\LFW_Demo\Peter_Struck_0001.jpg,0
2292,demo\Data\LFW_Demo\Jerry_Oliver_0001.jpg,demo\Data\LFW_Demo\Mohammaed_Ahmad_Al_Jarallah_0001.jpg,0
5714,demo\Data\LFW_Demo\Ann_Veneman_0007.jpg,demo\Data\LFW_Demo\Dave_Robertson_0001.jpg,0
6397,demo\Data\LFW_Demo\Vladimir_Putin_0042.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
3403,demo\Data\LFW_Demo\Saddam_Hussein_0012.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0009.jpg,1
4230,demo\Data\LFW_Demo\King_Abdullah_II_0001.jpg,demo\Data\LFW_Demo\Pete_Sampras_0011.jpg,0
1164,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,demo\Data\LFW_Demo\Sean_Patrick_OMalley_0001.jpg,0
3254,demo\Data\LFW_Demo\Guillermo_Coria_0020.jpg,demo\Data\LFW_Demo\David_Beckham_0016.jpg,0
2542,demo\Data\LFW_Demo\Vladimir_Putin_0005.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0048.jpg,1
4883,demo\Data\LFW_Demo\George_Papandreou_0001.jpg,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,0
4634,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0042.jpg,1
1661,demo\Data\LFW_Demo\Yasser_Arafat_0004.jpg,demo\Data\LFW_Demo\Cindy_Crawford_0002.jpg,0
508,demo\Data\LFW_Demo\Tamara_Brooks_0001.jpg,demo\Data\LFW_Demo\Arnold_Schwarzenegger_0020.jpg,0
166,demo\Data\LFW_Demo\Andre_Agassi_0021.jpg,demo\Data\LFW_Demo\Andre_Agassi_0023.jpg,1
2798,demo\Data\LFW_Demo\Andre_Agassi_0006.jpg,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,1
6272,demo\Data\LFW_Demo\Chuck_Amato_0002.jpg,demo\Data\LFW_Demo\Bruce_Van_De_Velde_0001.jpg,0
5405,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0020.jpg,1
4412,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0033.jpg,1
103,demo\Data\LFW_Demo\Guillermo_Coria_0014.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0019.jpg,1
5421,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0034.jpg,1
4248,demo\Data\LFW_Demo\Andre_Agassi_0008.jpg,demo\Data\LFW_Demo\Andre_Agassi_0010.jpg,1
5096,demo\Data\LFW_Demo\Rodrigo_Borja_0001.jpg,demo\Data\LFW_Demo\Luciano_Pavarotti_0002.jpg,0
1752,demo\Data\LFW_Demo\Paul_Martin_0007.jpg,demo\Data\LFW_Demo\David_Brinkley_0001.jpg,0
5862,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,1
3869,demo\Data\LFW_Demo\Andre_Agassi_0012.jpg,demo\Data\LFW_Demo\Andre_Agassi_0034.jpg,1
1658,demo\Data\LFW_Demo\Muhammad_Ali_0008.jpg,demo\Data\LFW_Demo\Muhammad_Ali_0002.jpg,1
152,demo\Data\LFW_Demo\Saddam_Hussein_0005.jpg,demo\Data\LFW_Demo\Roseanne_Barr_0001.jpg,0
3129,demo\Data\LFW_Demo\Guillermo_Coria_0014.jpg,demo\Data\LFW_Demo\David_Stern_0003.jpg,0
2483,demo\Data\LFW_Demo\Vladimir_Putin_0017.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,1
1583,demo\Data\LFW_Demo\Andre_Agassi_0001.jpg,demo\Data\LFW_Demo\Andre_Agassi_0005.jpg,1
2623,demo\Data\LFW_Demo\Gordon_Brown_0007.jpg,demo\Data\LFW_Demo\Gordon_Brown_0006.jpg,1
3758,demo\Data\LFW_Demo\Thomas_Fargo_0001.jpg,demo\Data\LFW_Demo\Thomas_Fargo_0003.jpg,1
4813,demo\Data\LFW_Demo\Vladimir_Putin_0023.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,1
4149,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0022.jpg,1
2209,demo\Data\LFW_Demo\Saddam_Hussein_0013.jpg,demo\Data\LFW_Demo\Hans_Blix_0022.jpg,0
3480,demo\Data\LFW_Demo\Amelie_Mauresmo_0010.jpg,demo\Data\LFW_Demo\Melissa_Manchester_0001.jpg,0
3781,demo\Data\LFW_Demo\Andre_Agassi_0036.jpg,demo\Data\LFW_Demo\Andre_Agassi_0008.jpg,1
1822,demo\Data\LFW_Demo\Saddam_Hussein_0005.jpg,demo\Data\LFW_Demo\Mohammad_Khatami_0009.jpg,0
5059,demo\Data\LFW_Demo\Saddam_Hussein_0016.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0003.jpg,1
3752,demo\Data\LFW_Demo\King_Abdullah_II_0004.jpg,demo\Data\LFW_Demo\Hosni_Mubarak_0004.jpg,0
309,demo\Data\LFW_Demo\Lisa_Girman_0001.jpg,demo\Data\LFW_Demo\Tiger_Woods_0010.jpg,0
212,demo\Data\LFW_Demo\Michael_Ballack_0002.jpg,demo\Data\LFW_Demo\Jacques_Chirac_0008.jpg,0
